,word,iliad_24,iliad_1,corpus
1728,ἐνθάδ,2,1,75
1729,τείρουσ,1,0,1
1730,γένηται,2,1,30
1731,ῥέεν,0,1,6
1732,κατάνευσον,0,1,1
1733,ὕλη,1,0,12
1734,ἡμιόνων,1,0,6
1735,τόφρα,0,1,51
1736,ἀποαίρεο,0,1,1
1737,ἀγαθά,1,0,5
1738,θωρηχθῆναι,0,1,3
1739,μόλῃ,1,0,1
1740,δόρποιο,1,0,5
1741,γηθήσαι,0,1,1
1742,τῆμος,1,0,8
1743,πέμπουσιν,0,1,3
1744,πάρ,2,1,108
1745,ὁμοκλήν,1,0,5
1746,ἐόντα,2,4,99
1747,ἠμέν,1,0,55
1748,ἐδητύος,1,1,29
1749,φαρέτρην,0,1,7
1750,ἑρσήεις,1,0,1
1751,ἀχνύμενοί,1,0,9
1752,λάσιος,1,0,1
1753,ᾗς,1,1,4
1754,ἄμεινον,1,3,11
1755,δήμῳ,1,0,47
1756,ἕζευ,1,0,1
1757,ἁδινά,2,0,7
1758,φόρμιγγος,0,1,3
1759,δεξιός,1,0,6
1760,μίμνῃ,1,0,2
1761,ἀντιάασθε,1,0,1
1762,οἶσθα,1,2,14
1763,ἔδωκας,1,0,5
1764,παρέκειτο,1,0,2
1765,αἰχμητήν,0,1,10
1766,αἰγλήεντος,0,1,3
1767,κρυπτάδια,0,1,1
1768,ἤγομεν,0,1,2
1769,ἑταῖροι,1,0,77
1770,ἡβώοντες,1,0,2
1771,ἀνίστη,2,0,2
1772,οἰνοβαρές,0,1,1
1773,ἔρον,2,1,24
1774,ἀφαιρήσεσθαι,0,1,2
1775,φρεσίν,3,0,73
1776,βέῃ,1,0,2
1777,λειμωνόθεν,1,0,1
1778,σχήσω,1,0,2
1779,ὄχ,0,1,20
1780,πρόφρων,0,3,23
1781,τ,40,21,1103
1782,συναγειρόμενοι,1,0,1
1783,ἱκέσθαι,2,1,56
1784,κήδεται,1,0,5
1785,δώῃσιν,0,1,2
1786,νεκύων,0,1,20
1787,ἕντο,1,1,22
1788,κεῖται,4,0,60
1789,ἠτίμησ,0,1,1
1790,ἀμφίπολος,1,0,14
1791,εἰκοστόν,1,0,1
1792,ἄκρης,1,0,8
1793,μέγας,3,1,72
1794,πᾶσι,0,2,69
1795,δεύτερον,0,1,17
1796,πνοιῇς,1,0,6
1797,εὗρε,1,0,17
1798,ἔρεψαν,1,0,1
1799,ἔγωγέ,1,0,2
1800,Θέτιν,2,0,4
1801,ὕπο,1,0,39
1802,πυκνοῖσιν,1,0,1
1803,ἴτω,2,0,11
1804,λύματα,0,1,2
1805,κέλευθον,0,1,13
1806,ὧδε,2,3,93
1807,κακκείοντες,0,1,6
1808,οἵ,26,16,768
1809,Βρισηΐδος,0,1,2
1810,κωφήν,1,0,1
1811,σόν,2,2,34
1812,σκῆπτρον,0,3,23
1813,κασίγνητοί,1,0,5
1814,δυσμενέων,1,0,11
1815,ὀξύ,0,1,52
1816,κτεῖνας,1,0,1
1817,τινα,0,1,53
1818,μηδέ,1,2,57
1819,στρατόν,4,7,47
1820,Ἄλκιμος,2,0,3
1821,ἄλλος,7,1,112
1822,ἔλυσα,1,0,3
1823,κύματα,1,0,11
1824,μεγάλῃ,1,0,7
1825,αὐλῆς,2,0,27
1826,νικᾷ,0,1,2
1827,οἶνον,3,1,76
1828,αὐτώ,0,1,12
1829,ἀπείρων,2,0,2
1830,νοήσῃς,0,1,1
1831,βροτοῖσι,1,0,10
1832,ἵξεται,0,1,2
1833,ὧδέ,1,0,8
1834,τἆλλα,0,1,5
1835,ἴδμεν,0,1,23
1836,ἡμιονείην,2,0,3
1837,ἀείκιζεν,1,0,1
1838,φέρτερόν,0,1,3
1839,πλούτῳ,2,0,4
1840,μνησαμένω,1,0,2
1841,ἷκεν,0,1,2
1842,ἤλυθε,1,0,11
1843,ἀθανάτων,2,0,31
1844,ἐνθάδε,0,1,48
1845,διδοῦναι,1,0,1
1846,ἀρητῆρα,0,1,1
1847,ποιήσαντες,0,1,4
1848,τετραπλῇ,0,1,1
1849,ἐοῦσαν,0,1,8
1850,θάμβησεν,1,1,3
1851,ἤδη,5,4,152
1852,ἔδωκεν,0,3,26
1853,ὄθομαι,0,1,1
1854,ἐκέλευεν,1,0,9
1855,κορυφῇ,0,1,5
1856,ὤπτησάν,0,1,4
1857,Ἑρμείαν,3,0,7
1858,ἐδωδῆς,1,0,4
1859,ἐϋρρεῖος,1,0,5
1860,οἷς,1,1,21
1861,κατανεῦσαι,0,1,2
1862,ὑφ,2,1,32
1863,φίλος,5,1,97
1864,ἔχει,2,3,50
1865,ἀρνῶν,1,1,13
1866,λίσαι,0,1,1
1867,ὀϊζυρός,0,1,2
1868,ἀρητῆρος,0,1,1
1869,μνησώμεθα,1,0,6
1870,ἡμιόνειον,1,0,1
1871,ἀντιβολῆσαι,1,0,4
1872,βουληφόρος,1,1,3
1873,ὀσσόμενος,0,1,2
1874,ἐρέθιζε,1,1,2
1875,δέ,127,88,4455
1876,ἑλών,3,3,52
1877,ἐννεακαίδεκα,1,0,1
1878,νυκτί,0,1,20
1879,παρειῶν,1,0,5
1880,κάλ,1,0,12
1881,ἄγαγε,3,1,5
1882,πολιόν,2,0,9
1883,χρῖσαν,1,0,5
1884,πέπλους,1,0,2
1885,ὅτ,2,2,100
1886,ἐκπαγλότατ,0,1,3
1887,πάλιν,3,2,57
1888,σφωΐτερόν,0,1,1
1889,κεῖνοι,0,1,3
1890,πέμπων,1,0,1
1891,ἔγρετο,1,0,6
1892,πεδίον,3,0,45
1893,ἐφείω,0,1,1
1894,ἔλαθ,1,0,4
1895,Ἀτρεΐδῃ,0,3,14
1896,χερείονα,0,1,3
1897,παναώριον,1,0,1
1898,μητρί,0,4,15
1899,ἄστυ,11,0,106
1900,φεύγωμεν,1,0,4
1901,μ,11,10,287
1902,διοτρεφές,2,0,37
1903,μεδέων,1,0,5
1904,νηῦς,1,0,26
1905,κνίσης,1,1,7
1906,βάλον,1,0,12
1907,αἰγίδι,1,0,1
1908,ζώοντι,1,0,1
1909,αἰῶνος,1,0,2
1910,ἠγερέθοντο,1,0,13
1911,λυσόμενος,1,0,2
1912,μετατρέπῃ,0,1,1
1913,ἆσσον,1,2,25
1914,κατάλεξον,3,0,26
1915,κέλευε,1,0,13
1916,θανόντα,1,0,5
1917,ἀγραύλοιο,1,0,7
1918,λαοῖσι,1,0,8
1919,ἀμύμονας,0,1,2
1920,ὀδάξ,1,0,9
1921,ἄγειν,0,3,11
1922,ἀμφιμέλαιναι,0,1,2
1923,ὑμῖν,2,2,37
1924,ἀκήρατον,1,0,1
1925,ἔσαν,1,2,64
1926,ἤλασαν,0,1,4
1927,ὑποβλήδην,0,1,1
1928,κακός,1,0,27
1929,γουνάσομαι,0,1,1
1930,θεῶν,6,6,181
1931,εἰσ,0,1,9
1932,ἑλκυστάζων,1,0,2
1933,αὐτός,17,8,324
1934,θήσονται,1,0,1
1935,πίνων,1,0,6
1936,παρείπῃ,0,1,1
1937,πυκινόν,3,0,25
1938,ἄνασσε,1,1,7
1939,ταρπώμεθα,1,0,3
1940,Δηΐφοβόν,1,0,3
1941,λυγρῇ,1,0,2
1942,Ἀθήνη,1,3,196
1943,θεινομένην,0,1,1
1944,κνέφας,1,1,15
1945,δυσάμμοροι,1,0,2
1946,μεταλλῶ,0,1,1
1947,ὀλέσθαι,1,0,13
1948,ὤνησας,0,1,1
1949,μεγάροιο,1,0,48
1950,γέλως,0,1,4
1951,ἱκάνει,0,1,26
1952,αἴτει,1,0,1
1953,γένετ,2,3,28
1954,ἀγαπαζέμεν,1,0,1
1955,θαυμάζομεν,1,0,3
1956,πεῖράν,1,0,3
1957,πρός,5,9,238
1958,θαύμαζεν,1,0,5
1959,πόλεμός,0,1,3
1960,κουριδίης,0,1,3
1961,φασί,2,0,13
1962,ἑτάροισι,0,2,30
1963,ἰούσης,0,1,2
1964,ὄρωρεν,1,0,8
1965,ἑλικώπιδα,0,1,1
1966,ἐρίφων,1,0,4
1967,ποιπνύοντα,0,1,2
1968,οὐδέ,34,19,621
1969,ἑῶν,1,0,1
1970,κάδ,4,0,56
1971,δέπαϊ,1,0,6
1972,ἧσθαι,0,2,9
1973,χερνίψαντο,0,1,1
1974,ἴμεν,0,1,57
1975,καταδύντι,0,1,4
1976,Πρίαμος,17,1,36
1977,Σάμον,1,0,2
1978,ἔρχομ,0,1,1
1979,ἀμειβόμεναι,0,1,2
1980,Μήστορά,1,0,1
1981,αἰσχύνει,1,0,1
1982,πρώτῃ,1,0,5
1983,ἵζεσκε,1,0,1
1984,ἡμεῖς,3,0,81
1985,κόπρος,1,0,1
1986,προθύροιο,1,0,7
1987,ὀνείδισον,0,1,1
1988,ἀπηύρων,0,1,6
1989,γλαφυρῇσι,1,0,8
1990,ὤλεο,1,0,1
1991,πρόσθε,1,0,25
1992,πείσεσθαι,0,3,6
1993,Πηλῆϊ,1,0,7
1994,ἐπιέλπεο,0,1,1
1995,σφι,3,0,46
1996,ἀπότμου,1,0,1
1997,σχέτλιοί,1,0,2
1998,τεθνηῶτος,1,0,8
1999,νηΐ,2,5,52
2000,φάρεα,1,0,2
2001,οὐλοχύτας,0,2,7
2002,κρητῆρος,0,1,7
2003,ῥίγιον,0,2,5
2004,δέξασθαι,0,1,1
2005,ἐρύσαντό,1,1,5
2006,μή,25,16,520
2007,βοός,1,0,27
2008,πολυδαιδάλῳ,1,0,1
2009,πού,1,0,40
2010,ὄπασσεν,1,0,3
2011,γυναικός,0,1,15
2012,ἰδυίῃ,0,1,3
2013,φάσγανον,0,1,14
2014,πολέας,3,1,19
2015,πεφρίκασιν,1,0,1
2016,μάστιγα,1,0,11
2017,κεχολῶσθαι,2,0,7
2018,ἀντίον,1,1,96
2019,φρεσί,8,5,134
2020,ῥυμῷ,1,0,3
2021,ἐρύκων,1,0,1
2022,ἐπικερτομέων,1,0,3
2023,αὐτοῖσι,0,1,7
2024,κελεύεις,1,0,25
2025,ἔγνω,2,2,27
2026,ἔδεαι,1,0,1
2027,ἱλάσσεαι,0,1,1
2028,κηδήσοντες,1,0,1
2029,θοῇς,1,0,7
2030,πώ,1,2,42
2031,τέκετο,1,0,12
2032,ὀδυρόμενος,1,0,13
2033,ἔρρετε,1,0,1
2034,πέπλοισι,1,0,1
2035,Αἰγεΐδην,0,1,1
2036,κιχείω,0,1,6
2037,ἐπέεσσιν,0,3,52
2038,ἑσταότ,2,0,15
2039,ἆ,1,0,14
2040,ἑῆος,2,1,7
2041,Ἀγαμέμνονι,1,2,31
2042,δίφροιο,1,0,11
2043,μολυβδαίνῃ,1,0,1
2044,ὅρμον,0,1,4
2045,μέσον,1,1,36
2046,αὖθι,1,1,56
2047,χύτο,1,0,7
2048,κατακεῖσθαι,1,0,1
2049,ἀγέραστος,0,1,1
2050,κύνεσσιν,0,1,3
2051,ἐνδυκέως,3,0,20
2052,εἴ,7,9,270
2053,ἥβην,1,0,5
2054,ἑκυρός,1,0,1
2055,ἄνωγεν,0,1,14
2056,Ἀργείοισι,0,2,21
2057,πάντας,5,3,127
2058,ἥ,13,7,352
2059,ἀλεγεινήν,1,0,2
2060,δέκα,1,0,19
2061,ἦλθον,1,1,44
2062,ἀνέρος,1,0,19
2063,ὁπόσσον,1,0,2
2064,αἵ,5,1,118
2065,μόγησα,0,1,6
2066,πάντ,1,1,36
2067,ἱρή,1,0,5
2068,λέξο,1,0,2
2069,φιλότητα,1,0,12
2070,ἀντίθεον,1,1,21
2071,ἀγανοφροσύνῃ,1,0,1
2072,χαρίεντ,0,1,1
2073,κήδε,0,1,27
2074,οὖρον,0,1,18
2075,τέκεϊ,1,0,2
2076,ἐννῆμαρ,4,1,12
2077,πασσαλόφι,1,0,3
2078,ἐπιπείθεο,0,1,2
2079,ὕπτιος,1,0,14
2080,μέμυκεν,1,0,1
2081,πολλῶν,1,0,19
2082,τρίποδας,1,0,7
2083,λοιβῆς,1,0,2
2084,ἔφατ,10,5,181
2085,βροτούς,1,0,1
2086,ἔπλεο,0,1,2
2087,νέκυός,1,0,1
2088,ἐπαίτιοι,0,1,1
2089,ἀπολυμαίνεσθαι,0,1,1
2090,φάτνῃ,1,0,7
2091,δεκάτη,1,0,4
2092,αἶσα,1,1,16
2093,ἴθι,2,1,22
2094,νοσφιζοίμεθα,1,0,2
2095,καθήατο,1,0,3
2096,δεινώ,0,1,1
2097,ἀπεβήσετο,0,1,5
2098,ἠῶθεν,1,0,20
2099,μυχῷ,1,0,13
2100,ἐμοῖς,0,1,12
2101,ἁλός,2,5,63
2102,ἐλαύνει,1,0,3
2103,ῥ,6,4,314
2104,ἐξερέω,0,1,11
2105,Λητώ,0,1,9
2106,πάντων,4,6,100
2107,νήεσσ,0,1,2
2108,ὄψεσθαι,1,0,5
2109,σχέθε,0,1,5
2110,δησάσκετο,1,0,1
2111,ἔα,0,1,24
2112,τέκος,3,1,38
2113,δώσει,1,1,15
2114,λάζετο,1,0,10
2115,κήδεα,2,0,13
2116,ὀτρύνει,1,0,6
2117,τοτέ,1,0,4
2118,φύλλα,0,1,8
2119,ἄνδρ,3,0,17
2120,ἐλέλιξεν,0,1,2
2121,νέκυν,3,0,19
2122,ὑφέντες,0,1,1
2123,πτερόεντα,1,1,118
2124,αὖτ,0,1,132
2125,εὔφρην,1,0,1
2126,τέκομεν,1,0,2
2127,ἦ,17,19,616
2128,ἐνί,20,4,541
2129,ὅτι,5,2,42
2130,λωβητῆρες,1,0,1
2131,ἔχῃς,0,1,2
2132,ἕνα,1,0,22
2133,θεαί,1,0,6
2134,τυτθόν,1,1,29
2135,ἀθάνατον,1,0,6
2136,πορφύρεον,0,1,7
2137,λάρνακα,1,0,1
2138,κερδαλεόφρον,0,1,2
2139,πειρᾷ,2,0,3
2140,Τρωϊάδων,1,0,3
2141,κραταιή,2,0,9
2142,πῆμα,1,0,29
2143,παιήονα,0,1,2
2144,ἱκάνω,2,0,16
2145,ἐλεγχέες,1,0,2
2146,Πηλεΐωνι,1,1,8
2147,ἡγήσατ,0,1,3
2148,κερτομίοισι,0,1,3
2149,ὡμίλησα,0,1,1
2150,ἕρκεϊ,1,0,3
2151,ἱρήν,2,0,15
2152,τις,15,7,490
2153,σήπεται,1,0,1
2154,εὔχετ,1,0,8
2155,εἴτ,0,1,3
2156,χειρί,2,4,85
2157,ἀστεροπητής,0,2,3
2158,γ,11,14,411
2159,οἶκον,1,1,70
2160,ἔμπης,1,1,38
2161,ἑτάροιο,3,0,11
2162,νεφεληγερέτα,1,3,30
2163,πάθῃσθα,1,0,1
2164,τάχιστα,3,0,49
2165,μετά,7,7,244
2166,δαίνυντ,1,2,13
2167,ἀθάνατος,1,0,10
2168,ἴαλλον,1,0,14
2169,λέξον,1,0,1
2170,ἁδινοῦ,1,0,4
2171,ἔθηκε,1,1,38
2172,ἧχι,0,1,9
2173,ἑοῦ,3,1,10
2174,ἄμφω,0,4,61
2175,τεταγών,0,1,2
2176,ἴδοι,1,0,8
2177,πορφυρέοις,1,0,1
2178,ἕνεκ,1,2,19
2179,λίσσομαι,0,1,6
2180,δάκρυα,0,1,22
2181,Οὔλυμπόν,0,1,2
2182,ἐκαλέσσατο,1,0,2
2183,φῶτας,1,0,11
2184,θύει,0,1,1
2185,φρονέοντα,0,1,2
2186,αὐτόν,8,2,116
2187,ἠΰ,2,0,5
2188,τιμή,1,0,4
2189,ἑτοῖμα,1,0,16
2190,κηώεντα,1,0,3
2191,εἴασεν,1,0,2
2192,δῷσι,0,1,3
2193,ἐπιείκελ,1,0,6
2194,ἄγγειλον,1,0,1
2195,αἴσῃ,2,1,12
2196,οὕνεκ,1,1,26
2197,κοτέοντος,0,1,1
2198,στήθεσσι,1,0,71
2199,ἄσβεστος,0,1,8
2200,πέδιλα,1,0,16
2201,ἀντίοι,0,1,4
2202,νυμφάων,1,0,6
2203,ἔχουσ,1,0,8
2204,εἴδεται,1,1,6
2205,Τρωΐλον,1,0,1
2206,οἶδε,0,1,15
2207,ἕρδον,0,1,1
2208,ἀείρας,1,0,25
2209,τόσα,1,0,15
2210,οἶτον,1,0,11
2211,φωνήσας,4,1,83
2212,εὐξαμένοιο,0,1,6
2213,κλισίῃσι,1,0,8
2214,Ἀτρεΐδη,0,4,49
2215,φέροντες,1,0,15
2216,ἀκροτάτῃ,0,1,5
2217,Ἄϊδος,1,0,22
2218,ἔσφαξαν,0,1,3
2219,πεφιδήσεται,2,0,3
2220,ἐφετμάς,2,0,4
2221,λεχέων,2,0,5
2222,ἑτάροισιν,1,1,34
2223,Ἄργεϊ,0,1,6
2224,πόσιος,1,1,30
2225,ἀμείβετο,2,0,19
2226,οἴκαδ,1,3,45
2227,υἷος,2,0,14
2228,ἔπλετο,1,0,36
2229,ἀκέουσα,0,2,2
2230,θεά,3,9,134
2231,πρό,4,4,74
2232,πάσαντο,0,1,5
2233,ἔλιπον,1,0,2
2234,ἐπερρώσαντο,0,1,1
2235,ἀφίκοντο,2,0,7
2236,ἐλθεῖν,1,0,31
2237,αὐτήν,1,2,37
2238,σπεύσατέ,1,0,1
2239,οἵδε,1,1,17
2240,κε,12,8,302
2241,Ἀχιλεῦ,2,1,13
2242,χεύαντες,1,0,3
2243,θάψαν,1,0,1
2244,Πολίτην,1,0,1
2245,φωνήσασ,0,1,18
2246,σήμαιν,0,1,1
2247,μί,1,0,3
2248,μεσσηγύς,1,0,18
2249,ἀμυνόμενον,1,0,1
2250,καλεοίμην,0,1,2
2251,ἱστίον,0,1,2
2252,μεθέηκε,1,0,1
2253,καλήν,1,0,23
2254,φηρσίν,0,1,1
2255,ἀκούων,2,1,11
2256,ἐσσυμένως,1,0,12
2257,καλέσασ,0,1,1
2258,ὄϊν,1,0,2
2259,ἐπαγείρειν,0,1,1
2260,δοιοί,1,0,2
2261,Κλυταιμνήστρης,0,1,1
2262,οὔτέ,1,6,31
2263,πατρίδα,1,0,82
2264,Ἀτρεΐωνα,0,1,3
2265,λίμνη,1,0,2
2266,προφανέντε,1,0,3
2267,ἧπαρ,1,0,8
2268,ἧς,1,0,32
2269,Ἕκτορ,6,0,47
2270,ἀνώγει,1,0,42
2271,ὀΐεαι,0,1,1
2272,ἀπειλήσω,0,1,2
2273,ὀνίνησι,1,0,1
2274,παρελέξατο,1,0,6
2275,ἀφύσσων,0,1,2
2276,γιγνώσκω,1,0,12
2277,φυλακτῆρες,1,0,3
2278,κεκάσθαι,1,0,1
2279,εἴς,1,0,2
2280,ἀνδροτῆτά,1,0,1
2281,ἐκίδνατο,1,0,2
2282,Δαναοί,0,1,25
2283,βούλομ,0,1,3
2284,ἥμενον,0,2,10
2285,μῦθον,5,5,157
2286,κατέρυκες,1,0,1
2287,τοῦτ,0,1,13
2288,ἐφήσω,1,0,4
2289,ἐΰσκοπον,2,0,2
2290,πάθεν,1,0,3
2291,ἀμήσαντες,1,0,2
2292,ἀξέμεν,1,0,3
2293,ἑοῖσι,0,1,2
2294,ξυνήϊα,0,1,2
2295,μύθῳ,3,4,35
2296,Ὀλύμπιε,0,1,4
2297,ἀναστάς,1,1,9
2298,κλαύσας,1,0,1
2299,Ἀχαιούς,1,4,123
2300,ἔειπες,1,2,42
2301,ἀνδροφόνοιο,2,1,13
2302,βίην,0,1,17
2303,ἴδε,1,0,28
2304,ἀπούρας,0,2,10
2305,πρῆξαι,0,1,3
2306,Οὐρανίωνες,2,1,7
2307,ἐούσῃ,0,1,3
2308,στείλαντο,0,1,1
2309,ἐκέλευσεν,1,0,15
2310,ὀτρύνουσιν,1,0,1
2311,τήνδε,0,1,7
2312,κοίλην,1,0,7
2313,Τροίῃ,5,0,30
2314,Ἀπόλλωνα,0,2,10
2315,τῶν,13,6,264
2316,κήρ,0,1,4
2317,Πατρόκλου,2,0,7
2318,πείρινθα,2,0,3
2319,ἐξέταμον,0,1,5
2320,σῇσι,0,1,17
2321,κακήν,0,1,10
2322,ὄλεθρον,1,0,56
2323,μήνιε,0,1,2
2324,δίφρῳ,1,0,13
2325,κ,9,5,239
2326,Φοίβῳ,0,1,1
2327,δασμός,0,1,1
2328,μεταφρασόμεσθα,0,1,1
2329,πατήρ,5,2,114
2330,φησι,1,1,9
2331,ἀγάγῃσιν,2,0,2
2332,πυκινοῖσι,1,0,5
2333,ἕπεσθαι,1,0,13
2334,ἰδέ,2,0,31
2335,ἐπιχθόνιος,1,0,2
2336,σπεῖσον,1,0,1
2337,οὖδας,1,0,11
2338,ἐϋξέστῳ,1,0,2
2339,που,3,2,120
2340,ὄμοσσον,0,1,4
2341,ἡμιόνοις,1,0,1
2342,ἄγοντες,0,1,12
2343,Ἀγαμέμνων,1,11,101
2344,ἐλάφοιο,0,1,6
2345,τόδε,6,2,103
2346,βάτην,0,1,8
2347,φαεσίμβροτος,1,0,2
2348,μελεϊστί,1,0,3
2349,μάκαρες,3,1,19
2350,σόοι,0,1,4
2351,ἐλεήσῃ,2,0,7
2352,στήθεσσιν,0,2,56
2353,ἀπό,13,7,318
2354,ὄλεσσαν,1,0,1
2355,κέν,1,4,102
2356,τύμβον,1,0,11
2357,ὀρεσκῴοισι,0,1,1
2358,κίχεν,1,0,1
2359,γυναικῶν,1,0,50
2360,ἄμμορον,1,0,2
2361,μελαινάων,1,0,11
2362,λάχῃ,1,0,1
2363,υἱόν,11,3,170
2364,ψυχάς,1,1,11
2365,θεοῖς,1,2,30
2366,κοιμηθέντες,1,0,2
2367,ἀφέλεσθέ,0,1,1
2368,ἰδυίῃσι,0,1,5
2369,ἱερήν,0,5,8
2370,ἔκτανε,2,0,10
2371,ἐάσω,1,0,5
2372,πάρος,2,3,102
2373,Πύλῳ,0,1,7
2374,ἐφορμηθεῖεν,1,0,1
2375,δινεύεσκ,1,0,1
2376,ὀστέα,1,0,23
2377,νύκτάς,2,0,5
2378,ὕλην,1,0,23
2379,γέροντι,2,1,13
2380,ὦρτο,3,0,43
2381,τέρπετ,0,1,2
2382,χήρην,1,0,4
2383,φορέουσι,0,1,5
2384,χαλκοχιτώνων,1,1,31
2385,ἔπει,0,2,3
2386,πόλιν,1,3,94
2387,ὄρουσεν,1,0,6
2388,τιλλέσθην,1,0,1
2389,ἐΰδμητον,0,1,3
2390,λεχέεσσ,1,0,1
2391,Μοῖρα,1,0,3
2392,ἄντην,2,1,20
2393,περικαλλέας,1,0,6
2394,βιοῖο,1,1,3
2395,ἱπποδάμοιο,1,0,22
2396,σκιόεντα,0,1,15
2397,ἐρυσσάμενος,0,1,19
2398,ἧστο,0,1,15
2399,ἰόν,0,1,7
2400,ἐπέοικε,0,1,5
2401,ἐπέλθῃσιν,1,0,1
2402,ἑταίρῳ,0,1,9
2403,αὐτῇ,1,1,40
2404,τέο,1,0,3
2405,προέρεσσαν,0,1,1
2406,ἀμβρόσιαι,0,1,1
2407,βοῶπις,0,2,17
2408,δείδιε,1,0,3
2409,Ἑλλήσποντος,1,0,2
2410,ἀνάσχεο,0,1,3
2411,Δαναοῖσι,0,2,39
2412,ἀφνειοῦ,1,0,3
2413,εὗδον,1,0,9
2414,εἰσι,1,0,28
2415,ἐών,3,3,104
2416,ἀνάγοντο,0,1,2
2417,Χρύση,0,1,1
2418,ἐμάχοντο,0,1,12
2419,χρειώ,0,1,10
2420,πυκινή,1,0,1
2421,ἔτρεφον,0,1,3
2422,εἰδέω,0,1,2
2423,βαθεῖαν,0,1,7
2424,δηΐοισιν,1,0,3
2425,εἰσιν,0,2,22
2426,νυ,3,1,35
2427,ἐσθλοί,1,0,19
2428,τόσσ,1,0,2
2429,τοίχου,1,0,3
2430,δίῳ,1,0,19
2431,κουλεόν,0,1,4
2432,μάστιγι,1,0,10
2433,πάμπαν,1,1,37
2434,σκοποί,1,0,3
2435,ἅσσ,0,1,4
2436,ὕπνος,2,1,43
2437,σίτου,5,0,20
2438,ἠελίῳ,0,1,10
2439,φοιτᾷ,1,0,1
2440,μῆνιν,0,2,12
2441,φίλου,1,0,11
2442,ἐχώσατο,0,1,3
2443,ἠτίμασεν,0,1,1
2444,ὑπέρ,2,1,68
2445,εὗρεν,0,1,11
2446,κατακτείνειεν,1,0,2
2447,ἀνάγκη,1,0,6
2448,εἴξας,1,0,3
2449,πατρί,4,4,62
2450,ὁρᾶται,1,0,1
2451,ἀγορήσατο,0,2,24
2452,ἐλεαίρει,1,0,5
2453,ὑγρά,0,1,5
2454,ἀφνειός,1,0,9
2455,τήνδ,0,1,5
2456,δεξιτερήν,1,0,6
2457,Τρῶες,3,1,131
2458,κεφαλῇ,1,2,23
2459,ἐναντίον,0,1,17
2460,ὀλέσαντες,1,0,5
2461,Τροίην,2,1,27
2462,Ὀλύμπιοι,0,1,2
2463,οἷον,2,1,45
2464,Ἠώς,2,1,42
2465,κολεοῖο,0,1,2
2466,δυσμενέες,1,0,6
2467,ταμίην,1,0,4
2468,καί,171,117,5282
2469,νέκταρ,0,1,6
2470,Πρίαμ,1,0,1
2471,γένετο,1,0,16
2472,πρόσφατος,1,0,1
2473,ἐπιρρήσσεσκον,1,0,1
2474,ὁππότε,0,1,43
2475,ὤριστος,1,0,9
2476,τιμῇ,0,1,3
2477,ἔχουσαι,1,0,11
2478,μᾶλλον,3,1,70
2479,ἦεν,1,1,97
2480,Κασσάνδρη,1,0,1
2481,λάχον,1,0,1
2482,ἀργεϊφόντης,8,0,20
2483,ποδός,0,1,17
2484,κρείσσων,0,1,14
2485,δώρων,3,0,10
2486,ἀνέμοιο,1,0,22
2487,τάχα,2,0,65
2488,υἱέες,1,0,13
2489,ἀλαπαζομένην,1,0,1
2490,μηρούς,0,1,6
2491,ἄριστος,0,2,42
2492,πτολέμους,1,0,4
2493,λελεῖφθαι,2,0,2
2494,βαθυκόλπων,1,0,2
2495,τούς,8,2,189
2496,ἐλαίῳ,1,0,19
2497,ὅρκον,0,1,26
2498,μερόπων,0,1,9
2499,χρυσῇ,1,0,2
2500,αἴτιοί,0,1,3
2501,ἐϋξέστης,1,0,1
2502,ἔκ,2,3,77
2503,τράπεζα,1,0,4
2504,δουρί,0,1,134
2505,ἑταῖρον,1,0,29
2506,ῥηΐτεροι,1,0,2
2507,ἐκέκαστο,1,0,8
2508,παῖδες,4,1,39
2509,ὄλωλε,1,0,4
2510,ὕβριος,0,1,1
2511,χαλκῷ,2,0,125
2512,κυανέῃσιν,0,1,3
2513,Οὔλυμπον,1,3,11
2514,λευκωλένῳ,0,1,3
2515,τερπικέραυνος,1,0,5
2516,ἐρρώσαντο,1,0,3
2517,ᾕρει,1,0,12
2518,ἀνθρώπους,2,0,36
2519,τλητόν,1,0,1
2520,βοῦς,0,1,30
2521,αἰθούσης,2,0,6
2522,μήνι,0,1,2
2523,κελοίμην,1,0,3
2524,παλίλλογα,0,1,1
2525,τελέσσῃ,0,1,3
2526,τέκε,0,1,39
2527,ἐξείρετο,1,0,4
2528,ὀλοῷ,2,0,3
2529,ὄσσε,1,2,57
2530,φέρτερός,0,2,8
2531,εἴσομαι,1,0,5
2532,Ἀλεξάνδρου,1,0,3
2533,Θεστορίδης,0,1,1
2534,ἐγών,1,2,150
2535,γέροντος,6,2,28
2536,κούρῃ,1,0,24
2537,ἐριούνιος,3,0,4
2538,ἄν,8,8,311
2539,παιδοφόνοιο,1,0,1
2540,εὔχεται,0,1,17
2541,ἀλόχου,0,1,8
2542,λῦσαν,0,1,5
2543,ᾔδη,0,1,20
2544,ἀνεκτά,0,1,2
2545,κόπρον,1,0,3
2546,δώματα,1,1,49
2547,ἐτελείετο,0,1,2
2548,ἀγγελέουσα,2,0,7
2549,ὤρεξε,1,0,2
2550,δή,35,25,965
2551,κέατο,1,0,2
2552,μείλιχος,1,0,2
2553,μεμνημένον,1,0,1
2554,ἄλγεσι,1,0,10
2555,κεχαροίατο,0,1,1
2556,ἴτην,0,1,3
2557,δεκάτῃ,2,1,8
